cidade,estado,area,num_quartos,num_banheiros,num_andares,aceita_animais,mobilia,valor_aluguel,valor_condominio,valor_iptu,valor_seguro_incendio
2,2,30.0,1,1,1,1,1,890.0,800.0,30.0,12
1,1,30.0,1,1,11,1,0,1200.0,500.0,21.0,16
4,0,650.0,4,6,1,1,0,13000.0,760.0,1042.0,196
3,3,80.0,2,1,3,0,0,1500.0,500.0,250.0,22
0,0,35.0,1,1,1,1,0,977.0,0.0,30.0,13
1,1,135.0,3,2,6,1,0,4100.0,1850.0,517.0,53
0,0,60.0,2,1,3,1,1,1800.0,260.0,0.0,23
2,2,80.0,2,2,4,1,0,1070.0,700.0,100.0,15
4,0,80.0,2,2,1,1,0,1500.0,0.0,41.0,23
2,2,160.0,4,6,7,0,0,4750.0,1750.0,831.0,64
0,0,135.0,2,2,12,1,0,8700.0,1313.0,343.0,111
4,0,340.0,4,5,1,0,0,4000.0,800.0,334.0,61
0,0,35.0,1,1,1,0,1,3507.0,444.0,124.0,45
3,3,38.0,1,1,6,0,0,806.0,670.0,92.0,12
3,3,81.0,3,2,6,1,0,1630.0,490.0,90.0,24
2,2,150.0,3,3,1,1,0,5950.0,0.0,146.0,98
0,0,126.0,3,1,1,1,0,4200.0,0.0,299.0,64
0,0,71.0,1,1,1,1,0,1443.0,718.0,0.0,5
0,0,20.0,1,1,1,1,1,1800.0,602.0,130.0,23
4,0,55.0,1,1,5,0,0,750.0,730.0,80.0,10
4,0,76.0,2,2,9,1,1,2800.0,1027.0,152.0,36
1,1,40.0,1,1,3,1,0,2800.0,700.0,100.0,37
0,0,400.0,3,5,1,1,0,12500.0,0.0,0.0,188
2,2,70.0,3,1,2,1,0,1000.0,230.0,0.0,14
0,0,38.0,1,1,16,1,1,2800.0,473.0,10.0,36
1,1,80.0,2,1,6,1,0,1500.0,1050.0,125.0,20
1,1,64.0,1,1,7,1,0,1200.0,670.0,105.0,16
2,2,300.0,4,3,1,1,0,10000.0,0.0,695.0,164
0,0,71.0,3,4,1,1,0,4000.0,0.0,0.0,61
0,0,25.0,1,1,5,0,1,3500.0,600.0,92.0,45
0,0,1000.0,4,7,10,1,1,15000.0,6000.0,4900.0,191
0,0,196.0,3,5,3,1,1,8440.0,3338.0,1223.0,60
4,0,48.0,2,1,3,1,0,1190.0,183.0,0.0,16
0,0,315.0,3,5,14,0,0,20000.0,4300.0,959.0,254
2,2,184.0,3,1,1,1,1,4000.0,300.0,110.0,54
3,3,450.0,5,4,1,1,1,9000.0,0.0,250.0,160
0,0,102.0,3,2,1,1,0,2000.0,1300.0,284.0,26
4,0,135.0,3,2,3,1,0,2040.0,1100.0,92.0,26
0,0,41.0,1,1,14,0,0,3000.0,707.0,36.0,39
0,0,144.0,2,4,1,1,0,2196.0,0.0,225.0,34
1,1,110.0,3,3,6,0,0,1000.0,1300.0,100.0,13
3,3,43.0,1,1,4,1,0,1870.0,240.0,0.0,28
0,0,450.0,4,5,1,0,1,15000.0,0.0,1400.0,226
2,2,70.0,2,1,1,1,0,1600.0,222.0,100.0,22
0,0,220.0,4,4,5,0,0,3230.0,2056.0,1576.0,41
0,0,52.0,1,2,13,1,0,5000.0,1100.0,210.0,64
0,0,198.0,2,2,13,1,0,5500.0,1700.0,320.0,70
0,0,30.0,2,1,1,1,0,1500.0,0.0,5.0,23
1,1,217.0,3,3,5,1,1,10300.0,2487.0,600.0,133
0,0,290.0,4,4,2,1,0,6800.0,0.0,1100.0,103
3,3,70.0,2,1,1,1,1,1450.0,350.0,120.0,22
1,1,45.0,1,1,5,0,1,2500.0,700.0,84.0,33
0,0,40.0,1,1,8,0,0,1675.0,800.0,50.0,22
4,0,180.0,4,3,2,1,0,4348.0,1050.0,167.0,66
1,1,90.0,2,1,2,1,0,1200.0,200.0,142.0,16
0,0,26.0,1,1,4,0,0,1178.0,394.0,28.0,15
0,0,629.0,4,4,2,1,0,15000.0,0.0,2064.0,226
0,0,120.0,4,3,2,1,0,3000.0,0.0,67.0,46
3,3,49.0,1,1,1,0,0,600.0,600.0,15.0,9
0,0,44.0,2,1,13,1,0,1250.0,290.0,0.0,16
0,0,427.0,4,6,13,1,0,10000.0,3440.0,1350.0,127
0,0,286.0,4,5,12,1,1,4000.0,3150.0,1580.0,51
3,3,88.0,2,2,1,1,0,1600.0,240.0,84.0,24
0,0,120.0,2,3,20,1,0,7000.0,2000.0,180.0,89
0,0,74.0,1,2,16,1,1,3560.0,1300.0,285.0,46
3,3,350.0,3,4,2,0,0,3500.0,0.0,167.0,63
3,3,80.0,2,2,4,1,0,1600.0,693.0,92.0,24
0,0,63.0,2,2,18,1,0,4300.0,784.0,136.0,55
0,0,22.0,1,1,5,1,0,1600.0,423.0,0.0,21
0,0,94.0,2,3,9,1,0,1300.0,1700.0,306.0,17
0,0,60.0,2,1,2,1,0,1600.0,0.0,25.0,25
1,1,190.0,4,4,4,1,0,4000.0,2200.0,600.0,52
0,0,78.0,2,1,1,1,0,2500.0,410.0,0.0,32
2,2,300.0,5,4,2,1,0,9000.0,0.0,1461.0,148
0,0,211.0,4,4,26,0,0,2880.0,1500.0,717.0,37
4,0,84.0,2,1,7,1,0,1100.0,590.0,104.0,14
3,3,300.0,3,3,2,1,0,3825.0,0.0,89.0,68
2,2,497.0,5,5,2,0,0,8000.0,0.0,720.0,132
0,0,71.0,3,2,2,1,0,2500.0,530.0,130.0,32
1,1,138.0,2,1,3,1,0,1000.0,810.0,175.0,13
1,1,120.0,3,2,12,1,0,2480.0,1300.0,235.0,32
1,1,110.0,2,2,2,1,0,3500.0,1000.0,210.0,46
0,0,30.0,1,1,14,1,0,2800.0,457.0,72.0,36
0,0,386.0,4,6,21,1,0,12750.0,3890.0,1980.0,162
1,1,70.0,2,1,4,1,0,2000.0,680.0,96.0,26
2,2,120.0,3,2,2,1,0,1700.0,150.0,196.0,23
0,0,300.0,2,3,1,1,0,3560.0,7000.0,1834.0,46
0,0,40.0,1,1,2,0,0,780.0,0.0,17.0,12
0,0,210.0,3,2,5,1,1,7500.0,3400.0,450.0,96
1,1,62.0,3,2,4,1,1,2100.0,800.0,174.0,28
1,1,84.0,3,2,6,1,0,1820.0,839.0,234.0,24
0,0,23.0,1,1,23,1,0,2050.0,385.0,40.0,26
0,0,140.0,2,4,19,0,0,6599.0,950.0,375.0,84
0,0,40.0,1,1,5,1,0,2100.0,512.0,13.0,27
0,0,148.0,3,3,6,1,0,2400.0,2056.0,200.0,31
0,0,75.0,3,2,14,1,0,2300.0,658.0,87.0,30
0,0,40.0,1,1,2,1,0,650.0,0.0,17.0,10
1,1,77.0,2,2,2,1,0,4200.0,1039.0,301.0,55
0,0,90.0,2,2,1,0,0,1800.0,657.0,0.0,23
1,1,300.0,4,4,2,1,0,3800.0,0.0,344.0,58
1,1,98.0,2,2,1,0,1,3050.0,820.0,172.0,40
0,0,64.0,2,2,4,1,0,2800.0,750.0,0.0,36
0,0,100.0,3,2,7,0,0,3500.0,1400.0,217.0,45
2,2,80.0,2,1,2,1,0,1500.0,275.0,104.0,20
0,0,110.0,3,2,2,0,0,4400.0,1341.0,259.0,56
0,0,40.0,1,1,1,1,0,1000.0,0.0,56.0,13
1,1,80.0,2,1,3,1,0,1800.0,877.0,74.0,24
0,0,17.0,1,1,2,1,0,2700.0,0.0,42.0,35
0,0,137.0,2,2,2,0,0,4600.0,0.0,410.0,70
0,0,230.0,4,3,17,0,1,6000.0,2217.0,745.0,77
1,1,90.0,3,3,5,1,0,1700.0,811.0,52.0,22
0,0,347.0,4,7,2,1,0,8900.0,0.0,1000.0,134
2,2,200.0,4,3,2,1,0,15000.0,0.0,36.0,246
0,0,56.0,1,1,9,1,0,1300.0,390.0,37.0,17
4,0,650.0,5,4,2,1,1,8500.0,0.0,442.0,128
1,1,30.0,1,1,1,1,0,1200.0,310.0,45.0,16
4,0,52.0,1,1,17,1,1,1250.0,750.0,123.0,16
0,0,120.0,3,2,5,0,0,5000.0,1520.0,0.0,36
1,1,50.0,1,1,5,1,0,1010.0,90.0,0.0,14
0,0,120.0,3,2,17,1,0,2000.0,1250.0,230.0,26
2,2,80.0,2,2,12,1,1,4800.0,1100.0,300.0,64
0,0,58.0,2,2,6,1,0,4700.0,450.0,42.0,60
3,3,89.0,3,1,3,1,0,1100.0,631.0,85.0,17
0,0,250.0,3,4,1,1,1,9800.0,2900.0,125.0,125
0,0,242.0,5,3,2,1,0,4250.0,0.0,380.0,64
0,0,55.0,2,1,1,1,1,2200.0,300.0,84.0,28
2,2,45.0,1,1,2,1,0,1100.0,0.0,127.0,19
0,0,204.0,4,6,8,1,1,6800.0,3900.0,940.0,87
1,1,37.0,1,1,4,1,1,1200.0,709.0,196.0,16
0,0,50.0,1,1,6,1,1,2640.0,240.0,0.0,34
0,0,73.0,2,2,1,1,0,1200.0,778.0,84.0,16
3,3,180.0,6,2,2,1,0,4100.0,0.0,234.0,60
1,1,300.0,4,2,2,1,0,6500.0,219.0,280.0,99
3,3,71.0,2,2,3,1,0,1300.0,861.0,79.0,19
0,0,284.0,3,2,9,1,1,6600.0,2300.0,584.0,84
4,0,37.0,1,1,2,1,0,555.0,478.0,0.0,8
0,0,35.0,1,1,2,0,0,750.0,0.0,34.0,12
0,0,190.0,2,2,2,1,0,4200.0,0.0,0.0,64
0,0,67.0,2,1,2,1,1,1600.0,894.0,25.0,21
1,1,98.0,2,2,10,1,0,2882.0,950.0,223.0,38
0,0,260.0,4,5,1,1,1,8000.0,2600.0,417.0,102
0,0,139.0,3,2,1,0,0,3870.0,1600.0,325.0,50
3,3,76.0,2,2,4,1,0,2200.0,700.0,0.0,33
2,2,150.0,3,2,3,1,0,3000.0,480.0,224.0,40
1,1,51.0,1,1,4,1,0,1100.0,800.0,64.0,15
2,2,120.0,3,2,2,1,0,1700.0,150.0,195.0,23
3,3,42.0,1,1,3,1,1,1050.0,150.0,0.0,16
2,2,180.0,4,2,1,1,0,2800.0,1500.0,267.0,38
0,0,65.0,2,1,1,1,1,4200.0,286.0,17.0,54
0,0,420.0,5,4,7,1,0,12000.0,8000.0,200.0,153
0,0,90.0,2,2,9,0,0,1400.0,1649.0,850.0,18
0,0,44.0,1,1,7,1,0,1700.0,460.0,0.0,22
0,0,240.0,2,3,3,1,1,6500.0,2300.0,30.0,83
0,0,280.0,4,5,2,1,0,6350.0,0.0,350.0,96
0,0,120.0,2,2,9,1,0,3300.0,2449.0,575.0,42
2,2,140.0,4,3,10,0,0,2300.0,1050.0,376.0,31
0,0,65.0,2,2,16,1,0,1750.0,489.0,68.0,23
2,2,52.0,1,2,11,1,1,3600.0,1000.0,211.0,48
3,3,199.0,3,4,7,1,1,8750.0,900.0,334.0,128
3,3,71.0,2,2,4,1,0,2700.0,1080.0,100.0,40
0,0,42.0,1,1,2,1,0,2800.0,530.0,0.0,36
0,0,420.0,4,3,2,1,0,15000.0,0.0,1250.0,226
3,3,169.0,2,1,2,1,0,2800.0,0.0,55.0,50
0,0,170.0,3,2,6,1,0,1500.0,3678.0,1130.0,20
0,0,45.0,2,2,2,0,0,1650.0,0.0,84.0,25
0,0,60.0,2,1,6,1,0,2700.0,660.0,98.0,35
0,0,76.0,3,2,3,1,0,1450.0,915.0,104.0,19
3,3,47.0,1,1,1,0,1,2200.0,400.0,0.0,33
0,0,22.0,1,1,25,1,0,2200.0,472.0,55.0,28
1,1,63.0,2,2,1,1,0,1800.0,600.0,92.0,24
0,0,33.0,1,1,7,0,1,3600.0,630.0,0.0,46
0,0,96.0,3,2,19,1,0,2300.0,480.0,250.0,30
2,2,573.0,4,3,2,1,0,10000.0,0.0,737.0,164
1,1,84.0,3,1,2,1,0,2400.0,805.0,209.0,31
4,0,400.0,4,4,2,1,0,8700.0,1200.0,458.0,131
2,2,150.0,3,3,4,1,0,1950.0,350.0,0.0,26
0,0,120.0,3,1,11,1,0,2040.0,680.0,110.0,26
0,0,78.0,2,1,2,1,0,1700.0,0.0,82.0,26
0,0,20.0,1,1,4,1,1,1800.0,602.0,130.0,23
3,3,117.0,2,1,4,1,0,2100.0,380.0,73.0,31
0,0,40.0,1,1,1,1,1,2090.0,350.0,0.0,27
1,1,50.0,2,1,1,0,0,1059.0,1000.0,92.0,14
3,3,80.0,3,1,1,1,0,1300.0,350.0,46.0,19
0,0,65.0,2,1,1,1,0,2600.0,580.0,57.0,33
3,3,90.0,2,2,3,1,0,1125.0,320.0,34.0,17
0,0,76.0,2,1,16,1,1,5600.0,700.0,0.0,71
4,0,85.0,3,2,9,1,1,3000.0,510.0,165.0,39
0,0,76.0,1,2,5,1,1,2800.0,540.0,220.0,36
1,1,92.0,2,1,12,1,0,1839.0,1000.0,134.0,24
0,0,150.0,3,3,2,1,0,4600.0,100.0,234.0,70
0,0,515.0,5,4,5,1,0,15000.0,5600.0,250.0,191
3,3,91.0,2,1,2,1,0,1350.0,316.0,69.0,20
0,0,161.0,3,3,23,1,1,15000.0,2000.0,667.0,191
0,0,64.0,2,1,2,1,0,1400.0,500.0,11.0,18
3,3,59.0,1,1,12,1,0,2200.0,300.0,67.0,33
2,2,150.0,4,4,12,1,0,4200.0,890.0,522.0,56
0,0,90.0,3,4,9,1,1,5500.0,1200.0,266.0,70
1,1,30.0,1,1,5,1,0,1800.0,653.0,26.0,24
0,0,127.0,2,3,2,1,0,3200.0,0.0,15.0,49
0,0,48.0,1,1,2,0,0,2300.0,867.0,133.0,30
0,0,90.0,2,2,2,0,0,4500.0,0.0,414.0,68
0,0,20.0,1,1,5,1,1,1800.0,602.0,130.0,23
0,0,82.0,2,1,5,1,0,3300.0,1060.0,21.0,42
0,0,66.0,2,2,15,1,0,2500.0,580.0,116.0,32
0,0,81.0,3,1,3,1,0,2800.0,900.0,142.0,36
0,0,170.0,3,3,2,1,0,4200.0,0.0,239.0,64
2,2,280.0,4,7,6,0,0,3000.0,350.0,660.0,40
2,2,70.0,2,1,2,1,0,1400.0,250.0,90.0,19
3,3,69.0,2,2,10,1,0,2500.0,670.0,158.0,37
2,2,143.0,3,2,11,0,0,2500.0,680.0,170.0,34
0,0,50.0,1,1,2,0,0,1250.0,0.0,34.0,19
4,0,102.0,3,2,15,1,0,2500.0,918.0,248.0,32
0,0,60.0,2,1,2,1,0,1200.0,0.0,38.0,19
4,0,265.0,3,3,2,1,0,2400.0,0.0,140.0,37
1,1,76.0,2,1,3,1,0,2750.0,1353.0,179.0,36
0,0,96.0,3,2,14,0,1,8500.0,1122.0,285.0,108
0,0,70.0,2,1,7,1,1,1800.0,467.0,170.0,23
0,0,140.0,3,4,11,1,1,12000.0,1750.0,615.0,153
0,0,81.0,2,1,3,0,0,2810.0,710.0,217.0,36
3,3,52.0,2,1,2,1,0,1500.0,380.0,55.0,22
0,0,298.0,5,3,2,1,0,8000.0,0.0,1384.0,121
3,3,70.0,2,2,9,1,0,1600.0,535.0,59.0,24
0,0,92.0,2,1,2,1,0,1536.0,425.0,72.0,20
1,1,190.0,4,3,17,1,1,9300.0,2500.0,375.0,120
3,3,42.0,1,1,10,1,0,700.0,32000.0,40.0,11
0,0,40.0,1,1,6,0,0,2500.0,765.0,34.0,32
1,1,312.0,4,4,13,1,0,15000.0,4000.0,1084.0,194
0,0,106.0,2,1,2,0,0,2100.0,0.0,110.0,32
4,0,110.0,3,3,2,1,0,3700.0,560.0,88.0,56
0,0,384.0,5,5,13,1,0,8000.0,4000.0,1240.0,102
3,3,69.0,2,1,2,1,0,1200.0,240.0,410.0,18
0,0,82.0,2,2,13,1,1,4500.0,800.0,38.0,58
2,2,500.0,7,6,2,1,0,15000.0,0.0,384.0,246
0,0,130.0,3,2,12,1,0,4500.0,1267.0,334.0,58
0,0,55.0,1,1,2,1,0,1500.0,0.0,138.0,23
0,0,170.0,4,4,4,0,0,2800.0,1411.0,417.0,36
4,0,183.0,4,2,2,1,0,2400.0,920.0,238.0,37
0,0,336.0,3,5,2,1,1,6000.0,299.0,208.0,91
0,0,45.0,1,1,1,0,1,5520.0,3000.0,0.0,70
0,0,40.0,1,1,3,1,1,1700.0,350.0,40.0,22
2,2,45.0,3,1,2,1,0,1300.0,0.0,127.0,22
1,1,180.0,3,3,2,1,0,2550.0,20.0,170.0,39
0,0,23.0,1,1,23,1,0,2100.0,399.0,42.0,27
3,3,53.0,1,1,2,1,0,500.0,277.0,20.0,8
0,0,100.0,2,2,6,1,0,4000.0,1050.0,240.0,51
0,0,400.0,4,5,8,1,1,8700.0,3884.0,1671.0,111
1,1,92.0,1,3,10,0,0,2720.0,1450.0,365.0,36
2,2,420.0,6,4,5,1,0,3500.0,927.0,405.0,47
1,1,78.0,3,1,14,0,1,2800.0,900.0,100.0,37
0,0,70.0,2,1,11,0,1,1800.0,500.0,5.0,23
4,0,500.0,6,5,2,1,0,8000.0,0.0,625.0,121
0,0,130.0,3,4,3,0,1,2000.0,2500.0,667.0,26
1,1,24.0,1,1,12,0,0,2000.0,445.0,42.0,26
0,0,125.0,2,1,11,1,0,2000.0,700.0,63.0,26
0,0,242.0,3,4,2,1,0,4500.0,2200.0,952.0,58
0,0,69.0,3,1,1,1,0,1199.0,413.0,0.0,16
0,0,135.0,2,2,8,1,1,3250.0,1063.0,159.0,42
2,2,43.0,2,1,2,1,0,620.0,199.0,100.0,9
0,0,565.0,4,5,2,1,1,14850.0,2337.0,2112.0,224
3,3,62.0,2,1,6,0,0,1296.0,485.0,54.0,19
2,2,112.0,4,1,2,1,0,1900.0,0.0,212.0,32
0,0,31.0,1,1,14,1,0,2500.0,478.0,75.0,32
0,0,89.0,3,3,9,1,1,3550.0,990.0,84.0,45
3,3,100.0,2,2,2,1,0,2200.0,0.0,0.0,40
0,0,65.0,2,1,24,1,1,6000.0,650.0,200.0,77
4,0,60.0,3,2,2,1,0,2362.0,350.0,88.0,30
3,3,75.0,3,2,3,0,1,1950.0,450.0,98.0,29
3,3,41.0,1,1,2,1,0,1150.0,540.0,35.0,17
0,0,100.0,2,1,1,1,1,3300.0,765.0,0.0,42
0,0,288.0,3,2,2,1,0,3700.0,0.0,457.0,56
0,0,400.0,5,6,2,1,0,5200.0,0.0,0.0,79
0,0,240.0,3,2,2,1,0,15000.0,0.0,667.0,226
0,0,80.0,1,1,2,1,0,1150.0,0.0,75.0,18
4,0,43.0,2,1,2,1,0,1000.0,274.0,7.0,13
0,0,25.0,1,1,1,0,0,1200.0,0.0,35.0,16
0,0,49.0,2,1,17,0,1,2000.0,665.0,100.0,26
0,0,40.0,1,1,2,0,0,970.0,0.0,63.0,15
3,3,71.0,2,1,2,1,0,1500.0,0.0,0.0,22
0,0,50.0,2,1,10,1,0,1430.0,450.0,25.0,19
0,0,44.0,1,1,2,1,1,1800.0,0.0,125.0,28
0,0,400.0,4,2,2,1,0,7200.0,0.0,117.0,109
3,3,225.0,3,3,3,1,0,3800.0,1100.0,192.0,56
1,1,82.0,3,2,4,1,0,2200.0,967.0,92.0,29
0,0,102.0,3,1,2,1,0,1760.0,0.0,0.0,27
3,3,981.0,3,2,2,1,1,7000.0,0.0,4500.0,125
1,1,25.0,1,1,2,1,0,700.0,50.0,0.0,10
0,0,230.0,3,4,16,1,1,3000.0,1700.0,700.0,39
0,0,280.0,3,4,3,1,0,5200.0,1717.0,250.0,66
0,0,69.0,3,1,8,1,0,1350.0,650.0,84.0,18
1,1,58.0,1,2,5,1,0,1600.0,700.0,90.0,21
4,0,58.0,1,1,3,1,0,1050.0,500.0,38.0,14
4,0,64.0,2,1,2,1,0,730.0,441.0,18.0,10
0,0,84.0,3,1,6,1,0,2180.0,670.0,100.0,28
1,1,35.0,1,1,7,0,0,1100.0,450.0,21.0,15
1,1,78.0,2,1,5,1,0,1600.0,850.0,94.0,21
0,0,55.0,2,1,4,0,0,980.0,780.0,142.0,13
0,0,250.0,4,5,5,1,1,15000.0,3500.0,1540.0,191
1,1,110.0,3,2,7,0,0,4860.0,1100.0,300.0,63
0,0,206.0,2,1,2,1,0,3500.0,0.0,214.0,53
0,0,150.0,3,4,2,1,0,4250.0,0.0,491.0,64
0,0,180.0,4,3,11,1,1,9000.0,1880.0,460.0,115
0,0,330.0,4,5,2,1,0,6500.0,0.0,750.0,98
0,0,68.0,1,1,2,0,0,1100.0,0.0,0.0,17
0,0,280.0,4,4,6,0,1,6000.0,3200.0,100.0,77
4,0,85.0,3,2,7,1,0,1500.0,915.0,63.0,20
0,0,55.0,2,1,1,1,0,1530.0,340.0,0.0,20
0,0,90.0,3,2,13,0,0,2800.0,1100.0,25.0,36
2,2,96.0,3,1,2,0,0,1200.0,0.0,34.0,20
2,2,250.0,4,1,2,1,0,2125.0,0.0,231.0,35
3,3,80.0,2,2,2,1,0,1800.0,500.0,100.0,27
3,3,41.0,1,2,9,1,0,2800.0,400.0,67.0,41
0,0,75.0,2,1,5,0,0,2500.0,700.0,250.0,32
0,0,800.0,7,7,2,1,0,9000.0,0.0,3000.0,136
1,1,45.0,1,1,5,1,0,1000.0,750.0,34.0,13
0,0,74.0,2,2,17,1,0,5000.0,1000.0,120.0,64
2,2,160.0,4,3,2,1,0,3700.0,0.0,143.0,61
0,0,50.0,1,1,3,1,0,1500.0,400.0,59.0,20
0,0,126.0,2,3,9,1,1,10000.0,2000.0,317.0,127
1,1,65.0,1,1,6,0,1,4000.0,1100.0,434.0,52
0,0,120.0,3,2,8,1,0,4000.0,740.0,238.0,51
2,2,150.0,4,2,8,1,0,4200.0,730.0,396.0,56
4,0,76.0,1,1,1,0,1,2500.0,969.0,130.0,32
0,0,226.0,4,5,1,1,0,15000.0,4360.0,2242.0,191
0,0,22.0,1,1,2,0,0,976.0,0.0,0.0,15
4,0,154.0,3,3,14,0,0,6500.0,1700.0,0.0,83
0,0,56.0,2,2,1,1,0,1630.0,480.0,42.0,21
2,2,212.0,3,5,2,1,0,4200.0,0.0,393.0,69
0,0,62.0,3,2,4,1,0,1300.0,400.0,75.0,17
1,1,80.0,2,2,3,0,0,7800.0,4200.0,327.0,101
0,0,420.0,4,4,7,1,0,12000.0,6000.0,2000.0,153
3,3,32.0,1,1,2,1,1,750.0,230.0,23.0,11
0,0,30.0,1,1,9,0,0,3000.0,0.0,0.0,39
4,0,70.0,2,2,5,0,0,1000.0,0.0,62.0,16
0,0,200.0,3,3,2,0,0,6000.0,0.0,750.0,91
0,0,25.0,1,1,2,1,0,1330.0,105.0,0.0,17
0,0,42.0,1,1,9,1,1,3696.0,768.0,17.0,47
0,0,135.0,3,3,1,1,1,4250.0,1650.0,584.0,54
3,3,47.0,1,1,3,1,0,900.0,250.0,38.0,14
3,3,35.0,1,1,3,1,1,880.0,200.0,15.0,13
0,0,75.0,3,2,12,0,1,2236.0,800.0,64.0,29
0,0,300.0,2,2,2,1,1,3000.0,0.0,292.0,46
0,0,45.0,1,1,14,0,1,2300.0,2200.0,167.0,30
2,2,850.0,5,7,2,1,0,10000.0,0.0,1.0,164
3,3,140.0,3,2,3,1,0,3000.0,686.0,250.0,44
0,0,60.0,2,1,2,0,0,1222.0,0.0,0.0,19
0,0,50.0,1,1,2,0,0,1250.0,0.0,34.0,19
4,0,150.0,4,5,1,1,0,2860.0,1100.0,360.0,37
0,0,160.0,3,2,1,1,0,7693.0,185.0,223.0,116
0,0,334.0,3,3,2,1,0,8600.0,0.0,209.0,130
0,0,330.0,4,3,2,1,0,9800.0,0.0,750.0,148
3,3,38.0,1,1,4,1,1,1800.0,190.0,20.0,27
2,2,280.0,4,7,6,0,0,3000.0,350.0,642.0,40
0,0,200.0,3,3,12,1,0,6500.0,2000.0,417.0,83
0,0,100.0,4,5,7,1,0,8500.0,2400.0,500.0,108
1,1,80.0,2,1,2,1,1,1400.0,515.0,101.0,19
0,0,267.0,3,6,2,1,0,4800.0,0.0,470.0,73
1,1,130.0,3,1,2,1,0,3500.0,1000.0,184.0,46
2,2,70.0,2,3,12,1,1,2450.0,700.0,165.0,33
0,0,213.0,3,5,10,1,0,6200.0,3800.0,0.0,79
0,0,35.0,1,1,2,0,0,780.0,0.0,40.0,12
2,2,312.0,4,5,15,1,0,15000.0,3150.0,1747.0,200
0,0,160.0,3,4,4,1,0,2500.0,2087.0,298.0,32
0,0,22.0,1,1,26,1,0,2000.0,295.0,44.0,26
0,0,400.0,4,4,1,1,1,10000.0,3000.0,0.0,127
0,0,45.0,1,2,11,1,0,2100.0,495.0,99.0,27
0,0,237.0,4,4,13,0,0,8000.0,3168.0,1031.0,102
0,0,180.0,3,3,2,1,0,13000.0,0.0,715.0,196
0,0,30.0,1,1,2,0,0,1805.0,349.0,0.0,23
0,0,13.0,1,1,2,1,0,2200.0,0.0,42.0,28
0,0,140.0,4,4,2,1,1,6800.0,0.0,107.0,103
2,2,62.0,2,1,3,1,0,1050.0,100.0,84.0,14
1,1,76.0,2,1,3,1,0,1000.0,625.0,50.0,13
0,0,220.0,3,4,15,1,0,4250.0,1587.0,711.0,54
4,0,143.0,3,3,6,1,0,3300.0,1600.0,250.0,42
4,0,44.0,2,1,2,1,0,650.0,272.0,0.0,9
0,0,90.0,3,2,10,1,0,1450.0,934.0,65.0,19
2,2,190.0,4,3,10,1,1,4800.0,1384.0,357.0,64
0,0,79.0,2,3,14,1,0,3100.0,2500.0,500.0,40
0,0,45.0,1,1,8,1,0,1800.0,695.0,170.0,23
4,0,73.0,3,2,17,1,0,2400.0,570.0,125.0,31
0,0,168.0,3,4,7,1,1,3600.0,1610.0,190.0,46
0,0,95.0,3,2,20,0,0,2500.0,687.0,41.0,32
3,3,180.0,2,2,4,1,0,2001.0,170.0,25.0,30
3,3,65.0,2,2,5,0,0,1390.0,485.0,87.0,21
2,2,110.0,4,2,2,1,0,1850.0,0.0,0.0,31
0,0,58.0,1,1,13,1,1,4700.0,750.0,200.0,60
2,2,15.0,1,1,2,1,0,665.0,45.0,0.0,9
0,0,213.0,4,3,2,1,0,3900.0,0.0,298.0,59
0,0,162.0,4,4,7,0,0,5500.0,1500.0,891.0,70
0,0,49.0,1,1,12,0,1,3800.0,443.0,89.0,49
0,0,32.0,1,1,2,1,0,1400.0,0.0,0.0,18
2,2,78.0,3,2,16,1,0,2300.0,875.0,229.0,31
3,3,240.0,4,4,2,1,0,5000.0,0.0,630.0,89
4,0,150.0,3,2,2,1,0,1320.0,0.0,167.0,20
2,2,60.0,2,1,2,1,0,1200.0,275.0,97.0,16
2,2,160.0,3,2,4,0,0,3500.0,460.0,177.0,47
0,0,74.0,2,2,7,1,0,3400.0,1100.0,163.0,44
0,0,280.0,4,4,2,1,0,7040.0,0.0,688.0,106
3,3,42.0,1,1,6,0,0,850.0,320.0,21.0,13
3,3,102.0,3,2,2,1,0,2975.0,0.0,103.0,53
0,0,123.0,3,2,11,1,0,2174.0,1342.0,283.0,28
3,3,50.0,2,1,2,1,0,1000.0,0.0,25.0,18
0,0,125.0,3,2,2,1,0,1700.0,0.0,5.0,26
3,3,240.0,3,2,2,1,0,5500.0,0.0,500.0,98
0,0,85.0,3,2,3,1,1,1999.0,1100.0,153.0,26
2,2,260.0,4,5,5,1,0,15000.0,2405.0,153.0,200
0,0,22.0,1,1,2,0,0,870.0,0.0,0.0,14
0,0,278.0,3,2,11,1,0,7800.0,2640.0,601.0,99
0,0,18.0,1,1,8,1,0,1130.0,400.0,30.0,15
1,1,196.0,3,4,11,1,0,5500.0,1500.0,500.0,71
0,0,26.0,1,1,3,1,0,3500.0,200.0,1.0,45
0,0,100.0,4,2,2,1,0,3500.0,0.0,42.0,53
0,0,460.0,4,3,8,1,0,10000.0,4400.0,1667.0,127
0,0,189.0,4,3,5,0,1,6500.0,2300.0,584.0,83
0,0,226.0,3,3,2,1,1,6000.0,0.0,34.0,91
0,0,418.0,2,4,17,0,0,6875.0,5274.0,117.0,88
4,0,660.0,5,5,2,1,0,5000.0,1400.0,1000.0,76
4,0,120.0,1,2,2,1,0,1112.0,0.0,0.0,17
