cidade,estado,area,num_quartos,num_banheiros,num_andares,aceita_animais,mobilia,valor_aluguel,valor_condominio,valor_iptu,valor_seguro_incendio
1,1,30,1,1,5,1,0,1800,653,26,24
0,0,127,2,3,2,1,0,3200,0,15,49
0,0,48,1,1,2,0,0,2300,867,133,30
0,0,90,2,2,2,0,0,4500,0,414,68
0,0,20,1,1,5,1,1,1800,602,130,23
0,0,82,2,1,5,1,0,3300,1060,21,42
0,0,66,2,2,15,1,0,2500,580,116,32
0,0,81,3,1,3,1,0,2800,900,142,36
0,0,170,3,3,2,1,0,4200,0,239,64
2,2,280,4,7,6,0,0,3000,350,660,40
2,2,70,2,1,2,1,0,1400,250,90,19
3,3,69,2,2,10,1,0,2500,670,158,37
2,2,143,3,2,11,0,0,2500,680,170,34
0,0,50,1,1,2,0,0,1250,0,34,19
4,0,102,3,2,15,1,0,2500,918,248,32
0,0,60,2,1,2,1,0,1200,0,38,19
4,0,265,3,3,2,1,0,2400,0,140,37
1,1,76,2,1,3,1,0,2750,1353,179,36
0,0,96,3,2,14,0,1,8500,1122,285,108
0,0,70,2,1,7,1,1,1800,467,170,23
0,0,140,3,4,11,1,1,12000,1750,615,153
0,0,81,2,1,3,0,0,2810,710,217,36
3,3,52,2,1,2,1,0,1500,380,55,22
0,0,298,5,3,2,1,0,8000,0,1384,121
3,3,70,2,2,9,1,0,1600,535,59,24
0,0,92,2,1,2,1,0,1536,425,72,20
1,1,190,4,3,17,1,1,9300,2500,375,120
3,3,42,1,1,10,1,0,700,32000,40,11
0,0,40,1,1,6,0,0,2500,765,34,32
1,1,312,4,4,13,1,0,15000,4000,1084,194
0,0,106,2,1,2,0,0,2100,0,110,32
4,0,110,3,3,2,1,0,3700,560,88,56
0,0,384,5,5,13,1,0,8000,4000,1240,102
3,3,69,2,1,2,1,0,1200,240,410,18
0,0,82,2,2,13,1,1,4500,800,38,58
2,2,500,7,6,2,1,0,15000,0,384,246
0,0,130,3,2,12,1,0,4500,1267,334,58
0,0,55,1,1,2,1,0,1500,0,138,23
0,0,170,4,4,4,0,0,2800,1411,417,36
4,0,183,4,2,2,1,0,2400,920,238,37
0,0,336,3,5,2,1,1,6000,299,208,91
0,0,45,1,1,1,0,1,5520,3000,0,70
0,0,40,1,1,3,1,1,1700,350,40,22
2,2,45,3,1,2,1,0,1300,0,127,22
1,1,180,3,3,2,1,0,2550,20,170,39
0,0,23,1,1,23,1,0,2100,399,42,27
3,3,53,1,1,2,1,0,500,277,20,8
0,0,100,2,2,6,1,0,4000,1050,240,51
0,0,400,4,5,8,1,1,8700,3884,1671,111
1,1,92,1,3,10,0,0,2720,1450,365,36
2,2,420,6,4,5,1,0,3500,927,405,47
1,1,78,3,1,14,0,1,2800,900,100,37
0,0,70,2,1,11,0,1,1800,500,5,23
4,0,500,6,5,2,1,0,8000,0,625,121
0,0,130,3,4,3,0,1,2000,2500,667,26
1,1,24,1,1,12,0,0,2000,445,42,26
0,0,125,2,1,11,1,0,2000,700,63,26
0,0,242,3,4,2,1,0,4500,2200,952,58
0,0,69,3,1,1,1,0,1199,413,0,16
0,0,135,2,2,8,1,1,3250,1063,159,42
2,2,43,2,1,2,1,0,620,199,100,9
0,0,565,4,5,2,1,1,14850,2337,2112,224
3,3,62,2,1,6,0,0,1296,485,54,19
2,2,112,4,1,2,1,0,1900,0,212,32
0,0,31,1,1,14,1,0,2500,478,75,32
0,0,89,3,3,9,1,1,3550,990,84,45
3,3,100,2,2,2,1,0,2200,0,0,40
0,0,65,2,1,24,1,1,6000,650,200,77
4,0,60,3,2,2,1,0,2362,350,88,30
3,3,75,3,2,3,0,1,1950,450,98,29
3,3,41,1,1,2,1,0,1150,540,35,17
0,0,100,2,1,1,1,1,3300,765,0,42
0,0,288,3,2,2,1,0,3700,0,457,56
0,0,400,5,6,2,1,0,5200,0,0,79
0,0,240,3,2,2,1,0,15000,0,667,226
0,0,80,1,1,2,1,0,1150,0,75,18
4,0,43,2,1,2,1,0,1000,274,7,13
0,0,25,1,1,1,0,0,1200,0,35,16
0,0,49,2,1,17,0,1,2000,665,100,26
0,0,40,1,1,2,0,0,970,0,63,15
3,3,71,2,1,2,1,0,1500,0,0,22
0,0,50,2,1,10,1,0,1430,450,25,19
0,0,44,1,1,2,1,1,1800,0,125,28
0,0,400,4,2,2,1,0,7200,0,117,109
3,3,225,3,3,3,1,0,3800,1100,192,56
1,1,82,3,2,4,1,0,2200,967,92,29
0,0,102,3,1,2,1,0,1760,0,0,27
3,3,981,3,2,2,1,1,7000,0,4500,125
1,1,25,1,1,2,1,0,700,50,0,10
0,0,230,3,4,16,1,1,3000,1700,700,39
0,0,280,3,4,3,1,0,5200,1717,250,66
0,0,69,3,1,8,1,0,1350,650,84,18
1,1,58,1,2,5,1,0,1600,700,90,21
4,0,58,1,1,3,1,0,1050,500,38,14
4,0,64,2,1,2,1,0,730,441,18,10
0,0,84,3,1,6,1,0,2180,670,100,28
1,1,35,1,1,7,0,0,1100,450,21,15
1,1,78,2,1,5,1,0,1600,850,94,21
0,0,55,2,1,4,0,0,980,780,142,13
0,0,250,4,5,5,1,1,15000,3500,1540,191
1,1,110,3,2,7,0,0,4860,1100,300,63
0,0,206,2,1,2,1,0,3500,0,214,53
0,0,150,3,4,2,1,0,4250,0,491,64
0,0,180,4,3,11,1,1,9000,1880,460,115
0,0,330,4,5,2,1,0,6500,0,750,98
0,0,68,1,1,2,0,0,1100,0,0,17
0,0,280,4,4,6,0,1,6000,3200,100,77
4,0,85,3,2,7,1,0,1500,915,63,20
0,0,55,2,1,1,1,0,1530,340,0,20
0,0,90,3,2,13,0,0,2800,1100,25,36
2,2,96,3,1,2,0,0,1200,0,34,20
2,2,250,4,1,2,1,0,2125,0,231,35
3,3,80,2,2,2,1,0,1800,500,100,27
3,3,41,1,2,9,1,0,2800,400,67,41
0,0,75,2,1,5,0,0,2500,700,250,32
0,0,800,7,7,2,1,0,9000,0,3000,136
1,1,45,1,1,5,1,0,1000,750,34,13
0,0,74,2,2,17,1,0,5000,1000,120,64
2,2,160,4,3,2,1,0,3700,0,143,61
0,0,50,1,1,3,1,0,1500,400,59,20
0,0,126,2,3,9,1,1,10000,2000,317,127
1,1,65,1,1,6,0,1,4000,1100,434,52
0,0,120,3,2,8,1,0,4000,740,238,51
2,2,150,4,2,8,1,0,4200,730,396,56
4,0,76,1,1,1,0,1,2500,969,130,32
0,0,226,4,5,1,1,0,15000,4360,2242,191
0,0,22,1,1,2,0,0,976,0,0,15
4,0,154,3,3,14,0,0,6500,1700,0,83
0,0,56,2,2,1,1,0,1630,480,42,21
2,2,212,3,5,2,1,0,4200,0,393,69
0,0,62,3,2,4,1,0,1300,400,75,17
1,1,80,2,2,3,0,0,7800,4200,327,101
0,0,420,4,4,7,1,0,12000,6000,2000,153
3,3,32,1,1,2,1,1,750,230,23,11
0,0,30,1,1,9,0,0,3000,0,0,39
4,0,70,2,2,5,0,0,1000,0,62,16
0,0,200,3,3,2,0,0,6000,0,750,91
0,0,25,1,1,2,1,0,1330,105,0,17
0,0,42,1,1,9,1,1,3696,768,17,47
0,0,135,3,3,1,1,1,4250,1650,584,54
3,3,47,1,1,3,1,0,900,250,38,14
3,3,35,1,1,3,1,1,880,200,15,13
0,0,75,3,2,12,0,1,2236,800,64,29
0,0,300,2,2,2,1,1,3000,0,292,46
0,0,45,1,1,14,0,1,2300,2200,167,30
2,2,850,5,7,2,1,0,10000,0,1,164
3,3,140,3,2,3,1,0,3000,686,250,44
0,0,60,2,1,2,0,0,1222,0,0,19
0,0,50,1,1,2,0,0,1250,0,34,19
4,0,150,4,5,1,1,0,2860,1100,360,37
0,0,160,3,2,1,1,0,7693,185,223,116
0,0,334,3,3,2,1,0,8600,0,209,130
0,0,330,4,3,2,1,0,9800,0,750,148
3,3,38,1,1,4,1,1,1800,190,20,27
2,2,280,4,7,6,0,0,3000,350,642,40
0,0,200,3,3,12,1,0,6500,2000,417,83
0,0,100,4,5,7,1,0,8500,2400,500,108
1,1,80,2,1,2,1,1,1400,515,101,19
0,0,267,3,6,2,1,0,4800,0,470,73
1,1,130,3,1,2,1,0,3500,1000,184,46
2,2,70,2,3,12,1,1,2450,700,165,33
0,0,213,3,5,10,1,0,6200,3800,0,79
0,0,35,1,1,2,0,0,780,0,40,12
2,2,312,4,5,15,1,0,15000,3150,1747,200
0,0,160,3,4,4,1,0,2500,2087,298,32
0,0,22,1,1,26,1,0,2000,295,44,26
0,0,400,4,4,1,1,1,10000,3000,0,127
0,0,45,1,2,11,1,0,2100,495,99,27
0,0,237,4,4,13,0,0,8000,3168,1031,102
0,0,180,3,3,2,1,0,13000,0,715,196
0,0,30,1,1,2,0,0,1805,349,0,23
0,0,13,1,1,2,1,0,2200,0,42,28
0,0,140,4,4,2,1,1,6800,0,107,103
2,2,62,2,1,3,1,0,1050,100,84,14
1,1,76,2,1,3,1,0,1000,625,50,13
0,0,220,3,4,15,1,0,4250,1587,711,54
4,0,143,3,3,6,1,0,3300,1600,250,42
4,0,44,2,1,2,1,0,650,272,0,9
0,0,90,3,2,10,1,0,1450,934,65,19
2,2,190,4,3,10,1,1,4800,1384,357,64
0,0,79,2,3,14,1,0,3100,2500,500,40
0,0,45,1,1,8,1,0,1800,695,170,23
4,0,73,3,2,17,1,0,2400,570,125,31
0,0,168,3,4,7,1,1,3600,1610,190,46
0,0,95,3,2,20,0,0,2500,687,41,32
3,3,180,2,2,4,1,0,2001,170,25,30
3,3,65,2,2,5,0,0,1390,485,87,21
2,2,110,4,2,2,1,0,1850,0,0,31
0,0,58,1,1,13,1,1,4700,750,200,60
2,2,15,1,1,2,1,0,665,45,0,9
0,0,213,4,3,2,1,0,3900,0,298,59
0,0,162,4,4,7,0,0,5500,1500,891,70
0,0,49,1,1,12,0,1,3800,443,89,49
0,0,32,1,1,2,1,0,1400,0,0,18
2,2,78,3,2,16,1,0,2300,875,229,31
3,3,240,4,4,2,1,0,5000,0,630,89
4,0,150,3,2,2,1,0,1320,0,167,20
2,2,60,2,1,2,1,0,1200,275,97,16
2,2,160,3,2,4,0,0,3500,460,177,47
0,0,74,2,2,7,1,0,3400,1100,163,44
0,0,280,4,4,2,1,0,7040,0,688,106
3,3,42,1,1,6,0,0,850,320,21,13
3,3,102,3,2,2,1,0,2975,0,103,53
0,0,123,3,2,11,1,0,2174,1342,283,28
3,3,50,2,1,2,1,0,1000,0,25,18
0,0,125,3,2,2,1,0,1700,0,5,26
3,3,240,3,2,2,1,0,5500,0,500,98
0,0,85,3,2,3,1,1,1999,1100,153,26
2,2,260,4,5,5,1,0,15000,2405,153,200
0,0,22,1,1,2,0,0,870,0,0,14
0,0,278,3,2,11,1,0,7800,2640,601,99
0,0,18,1,1,8,1,0,1130,400,30,15
1,1,196,3,4,11,1,0,5500,1500,500,71
0,0,26,1,1,3,1,0,3500,200,1,45
0,0,100,4,2,2,1,0,3500,0,42,53
0,0,460,4,3,8,1,0,10000,4400,1667,127
0,0,189,4,3,5,0,1,6500,2300,584,83
0,0,226,3,3,2,1,1,6000,0,34,91
0,0,418,2,4,17,0,0,6875,5274,117,88
4,0,660,5,5,2,1,0,5000,1400,1000,76
4,0,120,1,2,2,1,0,1112,0,0,17
0,0,70,2,1,1,1,0,1100,484,20,14
0,0,400,10,5,2,1,0,10900,0,1417,164
4,0,82,3,3,4,1,0,1500,550,153,20
0,0,210,3,4,11,1,1,15000,2000,1000,191
0,0,92,3,2,11,1,0,1900,660,105,25
2,2,64,3,1,3,0,0,1400,215,27,19
3,3,35,2,1,1,0,1,1350,0,0,20
0,0,120,2,2,2,1,0,2690,0,226,41
0,0,16,1,1,1,0,0,1200,0,59,16
3,3,60,2,1,2,1,0,950,300,0,14
4,0,223,3,5,2,1,0,3300,1400,290,42
0,0,50,1,1,2,0,0,800,0,0,13
3,3,30,1,1,5,1,0,940,400,35,14
0,0,111,2,2,14,0,0,3500,1400,175,45
0,0,290,4,3,1,0,1,7150,2890,862,91
4,0,80,3,1,1,1,0,1328,380,50,10
0,0,353,4,5,46,1,0,10000,3000,0,127
0,0,55,2,1,18,1,0,1990,635,80,26
4,0,49,2,1,1,1,0,1000,263,38,13
1,1,50,2,1,4,1,0,850,450,21,11
0,0,182,4,4,10,1,0,6000,2965,605,77
0,0,42,1,1,9,1,1,3800,565,24,49
0,0,500,5,7,22,1,0,14000,5500,2084,178
0,0,56,1,1,2,0,0,1200,0,48,19
1,1,170,3,2,9,1,0,4600,2000,384,60
0,0,160,3,3,8,1,0,5000,2000,570,64
0,0,70,1,1,2,1,0,1300,0,63,20
4,0,120,2,1,2,1,0,2400,0,59,37
1,1,65,2,1,3,1,1,1650,550,0,22
0,0,300,4,4,7,0,1,5500,4000,1180,70
0,0,140,3,2,8,1,1,12000,1050,209,153
0,0,108,2,3,2,1,0,2100,450,250,32
3,3,220,3,3,2,1,0,2500,0,2360,45
0,0,157,3,3,19,1,0,4900,1300,725,63
0,0,101,3,4,5,1,0,3120,1300,340,40
0,0,87,3,2,14,1,0,2000,800,67,26
4,0,123,3,2,13,1,0,2000,834,148,26
0,0,67,1,2,12,1,1,2479,815,117,32
0,0,200,3,3,2,1,0,4480,0,509,68
0,0,48,2,1,8,1,0,1720,545,0,22
2,2,51,2,1,2,1,0,700,260,27,10
0,0,54,2,1,5,0,0,1300,245,4,17
0,0,280,3,3,9,1,1,5650,3000,692,72
0,0,172,3,4,5,1,1,7800,1650,890,99
0,0,136,3,2,13,1,1,15000,1259,374,191
0,0,300,4,2,5,1,0,15000,6000,834,191
0,0,26,1,1,6,1,1,2300,250,42,30
1,1,52,1,1,2,1,0,1172,477,50,16
1,1,72,2,2,5,1,0,1200,500,5,16
1,1,240,3,3,8,1,1,7000,2300,417,91
0,0,100,3,2,2,1,0,7500,0,1000,113
1,1,145,3,3,4,0,0,11960,4000,0,155
0,0,60,2,2,2,1,0,1950,165,67,30
3,3,260,2,2,3,1,0,2000,170,25,30
2,2,28,1,1,2,0,1,1100,550,0,15
4,0,25,1,1,3,0,0,1000,300,0,13
0,0,45,2,1,9,1,0,1920,300,34,25
2,2,115,3,2,3,1,0,1950,450,133,26
3,3,48,2,1,4,1,0,800,468,28,12
0,0,150,3,3,2,1,0,8000,0,1084,121
0,0,160,4,3,2,1,0,3800,0,250,58
0,0,700,4,4,2,1,0,10000,0,21880,151
0,0,340,4,6,11,0,0,7650,4800,1667,97
1,1,25,1,1,3,1,0,1513,561,0,7
0,0,79,3,2,11,1,0,1290,652,90,17
0,0,35,1,1,2,1,0,1600,530,134,21
0,0,270,3,4,1,1,0,3500,0,165,45
0,0,156,3,4,7,0,0,5000,1417,500,64
0,0,50,1,1,8,1,1,2800,600,0,20
0,0,60,1,1,2,0,0,1900,3398,288,25
0,0,140,3,4,18,1,0,4000,1100,489,51
0,0,53,1,1,2,0,0,1680,170,68,22
0,0,200,4,4,2,1,0,4220,0,450,64
2,2,125,4,2,1,0,0,2100,1100,267,28
0,0,160,3,4,2,1,1,9350,0,0,141
4,0,300,4,5,9,1,0,9500,1650,459,121
2,2,175,3,3,4,1,1,3700,400,205,50
1,1,158,3,2,14,1,1,8000,2000,445,104
1,1,110,3,2,4,1,0,2850,1200,259,37
0,0,168,3,2,2,1,0,2500,0,152,38
0,0,120,3,1,2,0,0,3500,0,117,53
2,2,230,4,3,7,1,1,15000,3100,1500,200
0,0,255,3,4,10,1,1,6000,2600,500,77
0,0,23,1,1,26,1,0,2300,472,59,30
0,0,120,3,2,1,0,0,2500,870,160,32
0,0,45,1,1,8,1,0,1800,695,170,23
2,2,154,3,2,1,1,0,2000,300,159,27
1,1,50,1,1,13,0,1,4520,0,0,59
1,1,104,3,2,4,1,1,7000,1549,337,91
0,0,50,2,1,9,1,0,2430,978,124,31
3,3,75,2,2,6,1,0,1400,383,117,21
0,0,145,3,2,2,1,1,2000,1017,12,26
0,0,211,3,5,12,1,1,7000,2500,750,89
0,0,30,1,1,2,0,0,2060,0,0,27
4,0,170,4,3,10,0,0,3700,1470,0,47
0,0,86,2,2,4,1,0,1900,690,93,25
1,1,230,3,4,10,1,0,3000,2000,556,39
0,0,61,1,2,1,0,1,4000,2200,250,51
0,0,383,4,4,11,0,0,3004,2189,709,39
0,0,210,3,3,2,1,0,5500,0,734,83
0,0,60,2,2,14,0,1,5650,916,59,72
0,0,213,4,6,1,1,1,8500,3200,970,108
3,3,93,2,2,6,1,1,3900,873,224,57
0,0,50,1,1,20,0,1,5300,781,212,68
0,0,149,2,3,21,1,0,4500,1603,883,58
0,0,410,4,5,1,1,0,20000,0,0,254
0,0,40,1,1,14,1,1,3175,474,105,41
1,1,46,1,1,11,1,1,1500,659,101,20
0,0,378,4,4,2,1,1,10000,0,1334,151
0,0,60,2,2,11,1,1,3800,760,132,49
1,1,180,2,3,3,1,1,8500,2500,700,110
2,2,70,2,2,1,0,0,1450,300,94,20
0,0,68,2,1,9,1,0,2100,0,0,27
1,1,85,2,2,4,1,0,1800,763,78,24
2,2,140,4,2,2,1,0,2281,450,221,31
2,2,52,2,2,2,0,0,1650,360,86,22
3,3,63,2,2,7,0,1,2600,400,109,38
0,0,65,2,2,13,1,1,3300,1084,207,42
2,2,60,3,1,1,1,0,950,348,63,13
2,2,27,1,1,2,0,0,1167,0,334,16
0,0,260,4,4,11,0,0,15000,3500,1417,191
0,0,44,1,1,13,1,0,1200,400,0,16
0,0,170,3,3,2,1,0,4850,0,334,73
0,0,118,3,2,11,0,0,4775,1116,185,61
0,0,114,3,2,9,1,0,3780,900,100,48
2,2,154,4,2,2,1,0,2800,1465,305,38
1,1,108,3,1,3,0,1,15000,2300,334,194
0,0,147,3,2,4,1,1,3600,1313,414,46
0,0,365,3,4,15,1,0,12000,3700,1250,153
3,3,109,3,2,2,1,1,2423,681,193,36
2,2,148,3,3,3,1,1,2500,284,104,34
0,0,250,3,4,2,1,0,6000,0,75,91
4,0,79,2,1,3,0,0,1000,245,25,13
1,1,66,2,1,9,1,0,2400,997,179,31
4,0,54,1,1,6,0,0,1370,0,31,18
4,0,87,3,1,6,1,0,1200,730,64,16
0,0,640,4,4,12,1,1,10200,5400,1584,130
0,0,71,2,1,3,1,1,1040,613,0,14
0,0,35,1,1,6,0,1,1250,886,90,16
0,0,57,2,2,2,0,1,2300,584,50,30
0,0,38,1,1,8,0,0,1220,480,25,16
1,1,70,2,2,3,1,0,3700,990,122,48
0,0,350,2,4,2,0,0,3300,0,450,50
1,1,300,4,3,5,0,1,12000,2500,750,155
3,3,80,2,2,8,1,0,1320,430,121,20
1,1,160,3,3,4,1,0,2900,1050,317,38
3,3,117,3,2,10,1,0,5500,1564,167,81
3,3,112,3,2,3,1,1,4100,800,100,60
1,1,100,2,2,2,1,0,1870,0,0,29
1,1,160,4,2,2,1,0,4230,1500,0,55
3,3,68,2,1,3,1,0,700,270,19,11
0,0,530,4,4,4,0,0,5000,3857,1636,64
0,0,210,3,2,2,1,1,3500,0,101,53
1,1,33,1,1,8,0,1,3300,600,100,25
0,0,40,2,1,3,1,0,1100,348,0,14
2,2,200,5,5,2,1,0,6000,0,1017,99
0,0,58,2,1,10,1,0,1360,383,0,18
0,0,120,3,3,6,1,0,3400,1800,134,44
0,0,162,3,4,2,1,0,3200,0,267,49
0,0,301,4,5,3,1,1,12500,4265,1600,159
0,0,40,1,1,1,0,0,1800,150,38,23
1,1,45,1,1,5,1,0,1000,750,34,13
1,1,135,3,2,2,1,0,3060,1940,428,40
0,0,135,3,2,4,1,0,3290,1378,279,42
3,3,102,3,2,8,1,1,5525,1125,225,81
0,0,76,2,2,6,1,0,1400,978,123,18
0,0,180,4,1,13,1,0,8500,2420,400,108
2,2,72,2,2,2,1,0,1250,0,66,21
0,0,128,2,3,4,1,0,4339,755,85,55
4,0,60,3,2,2,1,0,2362,350,88,30
0,0,44,1,1,4,1,1,2500,450,30,32
0,0,189,3,3,12,1,0,5800,2143,371,74
3,3,450,6,2,2,1,0,4000,0,197,72
0,0,286,4,4,2,1,0,10800,0,1125,163
0,0,276,4,6,10,1,1,4500,3450,1713,58
0,0,60,1,2,9,0,1,3800,844,0,49
0,0,40,1,1,2,0,0,880,0,48,14
1,1,57,2,2,4,1,0,1800,600,0,24
4,0,45,1,1,3,1,0,600,521,38,8
0,0,42,1,1,12,0,1,3500,712,22,45
1,1,68,2,1,2,1,0,1100,560,42,15
1,1,120,3,2,4,1,0,4800,1650,355,62
0,0,360,4,4,4,1,0,11050,3340,0,141
0,0,140,2,1,2,1,0,1650,0,167,25
0,0,35,1,1,2,1,0,1100,0,30,14
0,0,16,1,1,1,0,0,910,0,0,12
4,0,110,3,1,13,1,0,1100,780,108,9
4,0,69,2,1,7,0,0,980,485,60,13
2,2,59,2,2,2,0,1,1400,510,112,19
0,0,336,4,4,2,1,0,7677,0,950,116
0,0,210,4,4,5,1,1,5000,2800,917,64
0,0,242,4,5,4,1,1,12000,3270,930,153
3,3,28,1,1,4,1,0,550,350,21,9
0,0,220,4,3,2,0,1,9000,4208,1203,115
3,3,62,3,2,1,0,0,1629,485,54,24
1,1,111,3,2,11,1,1,3500,1100,325,46
4,0,159,3,2,1,1,0,2500,1000,334,32
1,1,70,2,2,5,1,1,2250,690,100,29
0,0,150,3,2,2,1,0,2000,1181,384,26
0,0,50,1,1,17,1,1,4000,776,126,51
0,0,450,3,3,2,1,1,5015,0,400,76
2,2,64,2,1,2,1,0,850,252,78,12
0,0,600,5,7,2,1,0,5200,0,155,79
0,0,70,1,1,8,1,0,3200,430,109,41
0,0,76,3,2,6,1,0,1240,1160,95,16
0,0,280,3,3,2,1,0,6520,0,834,99
0,0,172,2,4,23,1,0,11000,1400,775,140
0,0,246,3,4,3,1,1,12000,3800,750,153
0,0,64,2,1,8,1,0,1500,400,101,20
2,2,30,1,1,2,0,0,550,0,0,8
0,0,80,3,2,2,1,0,2170,0,47,33
1,1,87,3,1,7,1,0,1800,786,159,24
3,3,50,1,1,7,1,0,800,250,0,12
3,3,50,1,1,6,1,0,800,400,20,12
0,0,30,1,1,2,0,0,1850,0,167,28
0,0,43,1,1,6,1,0,1472,219,42,6
0,0,300,3,4,2,1,1,10000,0,2000,151
4,0,58,1,2,10,0,0,750,850,40,10
0,0,30,1,1,14,0,0,1660,1379,18,22
0,0,54,2,1,2,0,0,1700,571,135,22
1,1,80,2,2,2,0,0,3500,1050,167,46
3,3,62,2,2,10,1,0,1600,480,9,24
3,3,66,2,2,3,1,0,1200,550,50,18
0,0,80,2,2,2,1,0,1500,400,36,20
0,0,560,4,4,2,1,0,15000,8600,5000,191
0,0,30,1,1,5,1,1,3900,500,84,50
0,0,50,1,1,2,1,0,1600,0,0,25
1,1,81,2,2,8,1,1,3500,615,225,46
0,0,218,4,4,3,0,0,4930,2488,1454,63
4,0,54,2,1,6,1,0,1200,300,46,16
1,1,60,2,1,2,0,0,1200,0,0,19
2,2,100,3,1,2,1,0,1200,150,0,16
0,0,156,2,3,8,1,1,13590,2040,292,173
0,0,300,3,4,1,1,1,4000,3000,0,51
0,0,39,1,1,3,0,1,2500,680,115,32
0,0,150,4,3,2,1,0,3000,0,500,46
0,0,140,2,3,10,1,1,6170,2300,417,79
0,0,240,4,4,1,1,0,4200,2800,792,54
0,0,70,2,1,2,1,0,1300,0,70,20
4,0,462,4,7,2,1,0,5000,0,590,76
4,0,67,3,1,1,0,0,890,351,40,12
2,2,100,2,1,2,1,0,1200,0,63,20
2,2,113,3,3,1,1,0,1100,350,88,15
0,0,99,3,2,3,1,0,2500,390,90,32
0,0,120,2,1,2,1,0,2100,0,175,32
0,0,110,3,2,2,1,0,2600,0,400,40
3,3,38,1,1,5,1,0,980,342,51,15
4,0,100,3,1,7,1,0,1090,999,94,14
1,1,135,4,2,7,1,0,4200,1378,468,55
1,1,130,3,2,10,1,1,3250,1338,450,42
2,2,80,3,2,1,1,0,1200,305,122,16
0,0,300,3,2,2,1,0,11500,0,2000,173
2,2,72,2,1,4,0,0,1300,195,97,18
0,0,70,3,2,3,1,0,1659,1058,44,22
0,0,395,4,4,16,1,1,15000,2137,834,191
3,3,540,6,8,2,1,0,15000,0,467,267
0,0,318,4,6,13,1,1,10160,3450,0,129
2,2,42,2,1,5,1,0,900,170,27,12
1,1,52,1,1,1,1,0,1400,613,22,19
0,0,167,3,2,7,1,0,10850,1787,532,138
0,0,50,1,1,6,0,0,1209,467,129,8
4,0,65,2,2,4,0,0,1000,412,45,13
0,0,140,4,4,5,1,0,3600,1800,583,46
0,0,92,3,1,3,1,0,1600,340,4,21
2,2,150,4,3,5,0,0,3300,1200,293,44
4,0,60,1,1,3,1,0,1300,250,75,17
2,2,308,4,5,18,1,1,13500,2000,173,180
0,0,159,2,3,8,0,1,3230,1276,49,41
0,0,240,3,5,2,1,0,7500,0,459,113
3,3,65,3,2,5,0,0,1690,450,86,25
0,0,200,3,2,2,1,0,5000,0,167,76
4,0,130,3,5,2,1,0,3610,1170,209,46
1,1,21,1,1,11,1,0,1200,519,0,16
0,0,68,2,1,5,1,0,1600,525,142,21
3,3,40,1,1,4,1,0,900,450,38,14
2,2,310,4,3,2,1,0,3100,0,187,51
4,0,103,2,1,4,0,0,1060,635,84,14
1,1,650,5,7,2,1,1,15000,4100,4241,229
4,0,30,1,1,5,0,1,500,380,10,7
2,2,155,4,5,5,0,0,5000,1200,593,67
0,0,107,2,2,2,1,0,2600,400,0,33
0,0,340,4,5,16,1,1,12000,5200,3400,153
2,2,70,3,1,3,0,0,1200,275,104,16
2,2,58,2,2,4,1,0,950,310,86,13
0,0,70,3,2,6,0,1,3300,569,159,42
0,0,240,3,3,2,1,0,4300,300,292,65
1,1,130,3,2,5,1,0,2800,1300,300,37
0,0,310,5,6,5,1,0,10000,6900,1834,127
1,1,60,1,1,10,1,0,1300,731,54,17
0,0,319,4,6,16,0,0,10050,5000,2900,128
3,3,81,2,1,2,1,0,1150,350,5,17
2,2,306,3,5,2,1,0,8000,0,0,132
0,0,113,2,2,6,1,0,3000,1000,50,39
0,0,280,3,4,3,0,0,6000,4000,1059,77
0,0,270,3,3,16,1,0,13000,2800,959,165
0,0,78,2,1,7,1,0,2000,645,35,26
0,0,60,1,2,2,1,0,1500,0,30,23
0,0,30,1,1,2,1,0,750,0,59,12
1,1,58,2,1,10,1,0,800,594,77,11
1,1,65,1,1,2,1,0,1800,350,30,24
0,0,58,1,1,1,0,0,1740,580,75,23
0,0,22,1,1,25,1,0,2100,385,40,27
0,0,32,1,1,13,0,1,3200,811,174,41
4,0,176,3,5,3,1,0,5200,1350,442,66
2,2,350,7,5,2,1,0,7500,0,357,123
0,0,260,4,4,5,1,1,4400,2570,584,56
0,0,100,2,1,2,1,0,2300,0,198,35
1,1,65,1,1,10,0,1,3500,750,142,46
1,1,600,7,6,12,0,1,15000,1300,1167,194
1,1,300,4,3,2,1,0,5000,0,367,77
0,0,430,4,3,2,1,0,8500,0,1427,128
0,0,260,5,5,20,0,0,8000,4000,2620,102
2,2,211,3,4,2,0,0,8400,0,292,138
4,0,103,3,2,9,0,0,1800,885,113,23
3,3,62,2,2,2,1,0,1556,400,100,23
1,1,80,2,2,1,1,1,3499,1100,205,46
0,0,60,1,1,2,0,0,1180,0,0,18
0,0,27,1,1,5,0,0,3500,1404,1,45
0,0,486,4,6,8,0,0,4861,4614,3772,62
0,0,40,1,1,12,1,1,1680,480,102,22
1,1,60,2,1,7,1,1,2800,806,97,37
1,1,64,2,2,10,1,0,2200,665,104,29
4,0,660,5,7,17,1,0,10000,5381,1100,127
0,0,62,3,2,5,1,0,2400,487,54,31
3,3,50,2,1,3,1,0,946,180,0,14
0,0,380,3,4,2,1,0,8000,0,952,121
4,0,134,3,3,7,0,0,2500,1000,177,32
0,0,74,2,2,4,1,1,3600,1105,210,46
2,2,68,2,2,5,1,1,2500,1183,207,34
