cidade,estado,area,num_quartos,num_banheiros,num_andares,aceita_animais,mobilia,valor_aluguel,valor_condominio,valor_iptu,valor_seguro_incendio,num_pca_0,num_pca_1,valor_pca_0,valor_pca_1,cluster
0,0,190.0,2,2,2,1,0,4200.0,0.0,0.0,64,-0.4532219106306682,-0.7119425040498377,-0.17423837390926664,-0.05913345172152131,5
0,0,67.0,2,1,2,1,1,1600.0,894.0,25.0,21,-0.9613886721424735,-0.7256214441780058,-0.7908670764693059,0.05249482751374419,0
0,0,260.0,4,5,1,1,1,8000.0,2600.0,417.0,102,2.261805306523257,-1.0361843708727363,0.8320982125458241,0.0011715667960180047,5
3,3,76.0,2,2,4,1,0,2200.0,700.0,0.0,33,-0.4309116525545782,-0.3190010142022772,-0.6367243231691918,0.026035822362291156,0
1,1,51.0,1,1,4,1,0,1100.0,800.0,64.0,15,-1.5399194448946607,-0.24827598318863403,-0.8421232434844407,0.05251814282803926,0
2,2,120.0,3,2,2,1,0,1700.0,150.0,195.0,23,0.14761912019760906,-0.796346475191649,-0.5927186965516322,-0.007378393552691137,0
3,3,42.0,1,1,3,1,1,1050.0,150.0,0.0,16,-1.5510745739327056,-0.4447467281124143,-0.8951415743121109,0.018919868786512216,0
2,2,180.0,4,2,1,1,0,2800.0,1500.0,267.0,38,0.7373050219878412,-1.0772211912572405,-0.2874582624712997,0.04276313668704251,0
0,0,65.0,2,1,1,1,1,4200.0,286.0,17.0,54,-0.9725438011805185,-0.922092189101786,-0.3059283153912534,-0.029600597411382074,0
0,0,420.0,5,4,7,1,0,12000.0,8000.0,200.0,153,2.421410350067999,0.04455718739996578,1.407183573526963,0.2566439859102046,3
0,0,90.0,2,2,9,0,0,1400.0,1649.0,850.0,18,-0.37513600736435315,0.6633527104166239,0.0021237444758907026,0.031907890692822856,0
0,0,44.0,1,1,7,1,0,1700.0,460.0,0.0,22,-1.5064540577805257,0.3411362515827067,-0.8033403681552315,0.028110016932509377,0
0,0,240.0,2,3,3,1,1,6500.0,2300.0,30.0,83,0.06609997991918219,-0.5017928189978894,0.15357099172632,0.04345939948379417,5
0,0,120.0,2,2,9,1,0,3300.0,2449.0,575.0,42,-0.37513600736435315,0.6633527104166239,0.08899623840485826,0.06612260896754311,5
2,2,140.0,4,3,10,0,0,2300.0,1050.0,376.0,31,1.3458679448420519,0.7046944531849497,-0.2847954030784053,0.017908307385895668,0
2,2,52.0,1,2,11,1,1,3600.0,1000.0,211.0,48,-0.9536667801165405,1.1406981714059956,-0.1963030890672917,0.004132084700395085,0
3,3,199.0,3,4,7,1,1,8750.0,900.0,334.0,128,1.2197282884114449,0.21336512968358837,1.1303469081395867,-0.1275153020079406,3
0,0,420.0,4,3,2,1,0,15000.0,0.0,1250.0,226,1.2566269125376917,-0.8670715062052922,3.5253765935117496,-0.39708038474861834,3
0,0,170.0,3,2,6,1,0,1500.0,3678.0,1130.0,20,0.1922396363497891,-0.010463495496528032,0.3257420329730382,0.12272563959366904,0
0,0,45.0,2,2,2,0,0,1650.0,0.0,84.0,25,-0.4532219106306682,-0.7119425040498377,-0.6756595480201449,-0.00970734929844933,0
0,0,60.0,2,1,6,1,0,2700.0,660.0,98.0,35,-0.9167681559902935,0.060261535517115175,-0.507765016661343,0.012708910151007792,0
0,0,76.0,3,2,3,1,0,1450.0,915.0,104.0,19,0.15877424923565409,-0.5998757302678688,-0.7409462587716645,0.05004369707795206,0
0,0,22.0,1,1,25,1,0,2200.0,472.0,55.0,28,-1.3056617350957156,3.8776096602107506,-0.6574550111654655,0.015563043670040756,0
1,1,63.0,2,2,1,1,0,1800.0,600.0,92.0,24,-0.4643770396687132,-0.908413248973618,-0.6795237065630686,0.025654754675387016,0
0,0,33.0,1,1,7,0,1,3600.0,630.0,0.0,46,-1.5064540577805257,0.3411362515827067,-0.4416305626424835,0.0032034151920373433,0
0,0,96.0,3,2,19,1,0,2300.0,480.0,250.0,30,0.33725631384437416,2.5436561885126148,-0.43016537521089065,-0.0030441152502524178,0
2,2,573.0,4,3,2,1,0,10000.0,0.0,737.0,164,1.2566269125376917,-0.8670715062052922,2.07448297438581,-0.2648720203672317,3
1,1,84.0,3,1,2,1,0,2400.0,805.0,209.0,31,-0.36054764131419625,-0.8100254153198171,-0.45491957327663224,0.01764171755081551,0
4,0,400.0,4,4,2,1,0,8700.0,1200.0,458.0,131,1.764793674049497,-0.8533925660771241,1.3023776702031862,-0.12484986649161482,3
2,2,150.0,3,3,4,1,0,1950.0,350.0,0.0,26,0.6780961397855044,-0.3897260452159204,-0.7437658158135833,0.015986366597368035,0
0,0,120.0,3,1,11,1,0,2040.0,680.0,110.0,26,-0.26015147997179117,0.9582112889942049,-0.630842011624187,0.025880181672446365,0
0,0,78.0,2,1,2,1,0,1700.0,0.0,82.0,26,-0.9613886721424735,-0.7256214441780058,-0.6626470296928244,-0.010987447550671627,0
0,0,20.0,1,1,4,1,1,1800.0,602.0,130.0,23,-1.5399194448946607,-0.24827598318863403,-0.6561237098989079,0.024063742229808165,0
0,0,40.0,1,1,1,1,1,2090.0,350.0,0.0,27,-1.5733848320087958,-0.8376882179599747,-0.7287309506013898,0.01454035854061323,0
1,1,50.0,2,1,1,0,0,1059.0,1000.0,92.0,14,-0.9725438011805185,-0.922092189101786,-0.8278181459318188,0.0631679919997428,0
3,3,90.0,2,2,3,1,0,1125.0,320.0,34.0,17,-0.4420667815926232,-0.5154717591260576,-0.8448537716369716,0.02445098567434803,0
0,0,76.0,2,1,16,1,1,5600.0,700.0,0.0,71,-0.8052168656098434,2.0249689847549175,-0.06539944510583826,-0.02891248379439143,5
4,0,85.0,3,2,9,1,1,3000.0,510.0,165.0,39,0.22570502346392413,0.5789487392748126,-0.38064726495176554,-0.00727803431165341,0
0,0,76.0,1,2,5,1,1,2800.0,540.0,220.0,36,-1.0205975543448105,-0.03812629813668568,-0.36998325529784787,-0.005773543009272434,0
1,1,92.0,2,1,12,1,0,1839.0,1000.0,134.0,24,-0.8498373817620235,1.2390860050597965,-0.6350002092275492,0.04522380553701203,0
0,0,150.0,3,3,2,1,0,4600.0,100.0,234.0,70,0.6557858817094144,-0.7826675350634809,0.15309895608233962,-0.08145765800315187,5
0,0,515.0,5,4,5,1,0,15000.0,5600.0,250.0,191,2.399100091991909,-0.34838430244759466,2.016741847193033,0.05922899409936295,3
3,3,91.0,2,1,2,1,0,1350.0,316.0,69.0,20,-0.9613886721424735,-0.7256214441780058,-0.7643786476426443,0.016979008357196602,0
0,0,161.0,3,3,23,1,1,15000.0,2000.0,667.0,191,0.8900435915083595,3.343218108335904,2.4199132579104026,-0.18284161095693494,3
0,0,64.0,2,1,2,1,0,1400.0,500.0,11.0,18,-0.9613886721424735,-0.7256214441780058,-0.8521514998618851,0.03528686091028056,0
3,3,59.0,1,1,12,1,0,2200.0,300.0,67.0,33,-1.4506784125903007,1.323489976201608,-0.571029915279129,-0.0025753128463556537,0
2,2,150.0,4,4,12,1,0,4200.0,890.0,522.0,56,1.876344964429947,1.1113148831606783,0.23788586472089254,-0.039574572466570763,5
0,0,90.0,3,4,9,1,1,5500.0,1200.0,266.0,70,1.2420385464875348,0.6063066195311488,0.19110559131156749,-0.02071603379445078,5
1,1,30.0,1,1,5,1,0,1800.0,653.0,26.0,24,-1.5287643158566158,-0.05180523826485377,-0.7459889705740828,0.03418432149523686,0
0,0,48.0,1,1,2,0,0,2300.0,867.0,133.0,30,-1.5622297029707508,-0.6412174730361945,-0.5464852171372586,0.02896553747711089,0
0,0,90.0,2,2,2,0,0,4500.0,0.0,414.0,68,-0.4532219106306682,-0.7119425040498377,0.30452689210823236,-0.09926081348677006,5
0,0,82.0,2,1,5,1,0,3300.0,1060.0,21.0,42,-0.9279232850283385,-0.13620920940666506,-0.4783271024904165,0.03202753798503351,0
0,0,66.0,2,2,15,1,0,2500.0,580.0,116.0,32,-0.3082052331360831,1.8421771799593052,-0.5350793328847029,0.010943114729118075,0
0,0,81.0,3,1,3,1,0,2800.0,900.0,142.0,36,-0.34939251227615126,-0.613554670396037,-0.447005992330031,0.021444780448622407,0
0,0,170.0,3,3,2,1,0,4200.0,0.0,239.0,64,0.6557858817094144,-0.7826675350634809,0.06743207883306493,-0.07895967336315624,5
2,2,280.0,4,7,6,0,0,3000.0,350.0,660.0,40,3.3339144747370932,-0.026472765997498877,0.13409676916523824,-0.059007981692927494,5
2,2,70.0,2,1,2,1,0,1400.0,250.0,90.0,19,-0.9613886721424735,-0.7256214441780058,-0.7585178156679461,0.01287919260148679,0
3,3,69.0,2,2,10,1,0,2500.0,670.0,158.0,37,-0.3639808783263081,0.8598234553404042,-0.4169735243719343,0.005415928820443075,0
2,2,143.0,3,2,11,0,0,2500.0,680.0,170.0,34,0.24801528154001412,0.9718902291223731,-0.4498926833804468,0.009334823082432631,0
0,0,50.0,1,1,2,0,0,1250.0,0.0,34.0,19,-1.5622297029707508,-0.6412174730361945,-0.8164274114151326,0.003116444155392237,0
4,0,102.0,3,2,15,1,0,2500.0,918.0,248.0,32,0.29263579769219417,1.757773208817494,-0.39986862870663914,0.019472985089474943,0
0,0,60.0,2,1,2,1,0,1200.0,0.0,38.0,19,-0.9613886721424735,-0.7256214441780058,-0.8123827176453865,0.0027846245463272194,0
4,0,265.0,3,3,2,1,0,2400.0,0.0,140.0,37,0.6557858817094144,-0.7826675350634809,-0.4386154526973768,-0.031704920506417274,0
1,1,76.0,2,1,3,1,0,2750.0,1353.0,179.0,36,-0.9502335431044285,-0.5291506992542256,-0.4072661790168972,0.044483149091855724,0
0,0,96.0,3,2,14,0,1,8500.0,1122.0,285.0,108,0.28148066865414917,1.5613024638937136,0.7812421932943441,-0.08173584866176971,5
0,0,70.0,2,1,7,1,1,1800.0,467.0,170.0,23,-0.9056130269522484,0.2567322804408954,-0.6163700690056464,0.012965105733735369,0
0,0,81.0,2,1,3,0,0,2810.0,710.0,217.0,36,-0.9502335431044285,-0.5291506992542256,-0.37214373520505384,0.004272913319169612,0
3,3,52.0,2,1,2,1,0,1500.0,380.0,55.0,22,-0.9613886721424735,-0.7256214441780058,-0.7481366713718591,0.018936865956503807,0
0,0,298.0,5,3,2,1,0,8000.0,0.0,1384.0,121,1.8574679433659689,-0.9514754773471035,2.0822129875179263,-0.256365495693042,3
3,3,70.0,2,2,9,1,0,1600.0,535.0,59.0,24,-0.37513600736435315,0.6633527104166239,-0.7132262397358667,0.024646128477192174,0
0,0,92.0,2,1,2,1,0,1536.0,425.0,72.0,20,-0.9613886721424735,-0.7256214441780058,-0.7607853543400918,0.023012128866627946,0
1,1,190.0,4,3,17,1,1,9300.0,2500.0,375.0,120,1.423953848108367,2.079989667651411,1.0597429485946765,-0.02713576151958771,5
3,3,42.0,1,1,10,1,0,700.0,32000.0,40.0,11,-1.4729886706663906,0.9305484863540474,-0.7663022722032606,1.8584393197404512,0
0,0,40.0,1,1,6,0,0,2500.0,765.0,34.0,32,-1.5176091868185708,0.14466550665892647,-0.6170454817661506,0.02840750171497455,0
1,1,312.0,4,4,13,1,0,15000.0,4000.0,1084.0,194,1.8875000934679922,1.3077856280844584,2.896948242808943,-0.10650604558818905,3
0,0,106.0,2,1,2,0,0,2100.0,0.0,110.0,32,-0.9613886721424735,-0.7256214441780058,-0.5441249820314403,-0.021986233154655605,0
4,0,110.0,3,3,2,1,0,3700.0,560.0,88.0,56,0.6557858817094144,-0.7826675350634809,-0.20265813481794076,-0.0225909992073825,0
0,0,384.0,5,5,13,1,0,8000.0,4000.0,1240.0,102,2.9965078858080743,1.2370605970708153,1.671483700307239,0.013585730879717211,5
3,3,69.0,2,1,2,1,0,1200.0,240.0,410.0,18,-0.9613886721424735,-0.7256214441780058,-0.45002853461927844,-0.012796696985880188,0
0,0,82.0,2,2,13,1,1,4500.0,800.0,38.0,58,-0.3305154912121731,1.449235690111745,-0.22191454886346942,-0.00750337615349472,0
2,2,500.0,7,6,2,1,0,15000.0,0.0,384.0,246,4.58365028955794,-1.079246599246222,2.9503976966055814,-0.35416160052113765,3
4,0,183.0,4,2,2,1,0,2400.0,920.0,238.0,37,0.7484601510258863,-0.8807504463334602,-0.334795766006271,0.013187759612147514,0
0,0,336.0,3,5,2,1,1,6000.0,299.0,208.0,91,1.672119404733025,-0.7553096548071447,0.443562586879763,-0.0981980542495683,5
0,0,45.0,1,1,1,0,1,5520.0,3000.0,0.0,70,-1.5733848320087958,-0.8376882179599747,-0.06862258698721796,0.10508917561400781,5
0,0,40.0,1,1,3,1,1,1700.0,350.0,40.0,22,-1.5510745739327056,-0.4447467281124143,-0.763458338964896,0.01845220273373705,0
0,0,23.0,1,1,23,1,0,2100.0,399.0,42.0,27,-1.3279719931718057,3.4846681703631903,-0.6860100249567902,0.013880264348139467,0
3,3,53.0,1,1,2,1,0,500.0,277.0,20.0,8,-1.5622297029707508,-0.6412174730361945,-0.9945448146117921,0.03614821246551201,0
0,0,100.0,2,2,6,1,0,4000.0,1050.0,240.0,51,-0.40860139447848814,0.07394047564528326,-0.12161768700590354,0.0002700129590102425,0
0,0,400.0,4,5,8,1,1,8700.0,3884.0,1671.0,111,2.339891209789572,0.33911084359372545,2.242017519208703,-0.04186731996730616,3
0,0,70.0,2,1,11,0,1,1800.0,500.0,5.0,23,-0.8609925108000684,1.0426152601360164,-0.7830442144555367,0.028554550040104064,0
4,0,500.0,6,5,2,1,0,8000.0,0.0,625.0,121,3.4746424972178565,-1.0085215682325785,1.3147323447085972,-0.1934027248729545,3
0,0,130.0,3,4,3,0,1,2000.0,2500.0,667.0,26,1.1751077722592649,-0.5725178500115327,-0.058271736160045794,0.08456616435361751,0
1,1,24.0,1,1,12,0,0,2000.0,445.0,42.0,26,-1.4506784125903007,1.323489976201608,-0.7008086557023674,0.01797738543192716,0
0,0,125.0,2,1,11,1,0,2000.0,700.0,63.0,26,-0.8609925108000684,1.0426152601360164,-0.6782644527810447,0.03093171991680073,0
0,0,242.0,3,4,2,1,0,4500.0,2200.0,952.0,58,1.1639526432212197,-0.7689885949353128,0.7094877221596699,-0.0026381081760247023,5
0,0,69.0,3,1,1,1,0,1199.0,413.0,0.0,16,-0.37170277035224125,-1.0064961602435973,-0.8937909294268919,0.034077319354113296,0
0,0,135.0,2,2,8,1,1,3250.0,1063.0,159.0,42,-0.38629113640239815,0.4668819654928438,-0.3387697608385259,0.020752660147966385,0
2,2,43.0,2,1,2,1,0,620.0,199.0,100.0,9,-0.9613886721424735,-0.7256214441780058,-0.8990166454915469,0.023570446659879302,0
3,3,62.0,2,1,6,0,0,1296.0,485.0,54.0,19,-0.9167681559902935,0.060261535517115175,-0.793713209603165,0.0294092986776965,0
0,0,31.0,1,1,14,1,0,2500.0,478.0,75.0,32,-1.4283681545142106,1.7164314660491682,-0.5770612682766629,0.008465710749048557,0
0,0,89.0,3,3,9,1,1,3550.0,990.0,84.0,45,0.7338717849757295,0.5926276794029808,-0.3698780672121417,0.018429052539553684,0
3,3,100.0,2,2,2,1,0,2200.0,0.0,0.0,40,-0.4532219106306682,-0.7119425040498377,-0.535075139001911,-0.024429258359405993,0
0,0,65.0,2,1,24,1,1,6000.0,650.0,200.0,77,-0.7159758333054834,3.596734944145159,0.22678765806048143,-0.057061157182772215,5
4,0,60.0,3,2,2,1,0,2362.0,350.0,88.0,30,0.14761912019760906,-0.796346475191649,-0.5946430920303942,0.002902302970918374,0
3,3,75.0,3,2,3,0,1,1950.0,450.0,98.0,29,0.15877424923565409,-0.5998757302678688,-0.5990526696299262,0.00928205119421257,0
3,3,41.0,1,1,2,1,0,1150.0,540.0,35.0,17,-1.5622297029707508,-0.6412174730361945,-0.8427127811802834,0.03704726698832602,0
0,0,100.0,2,1,1,1,1,3300.0,765.0,0.0,42,-0.9725438011805185,-0.922092189101786,-0.5010767266870576,0.016767887824479168,0
0,0,288.0,3,2,2,1,0,3700.0,0.0,457.0,56,0.14761912019760906,-0.796346475191649,0.1675889675866812,-0.08547577760316137,5
0,0,400.0,5,6,2,1,0,5200.0,0.0,0.0,79,3.3819682279013845,-0.9104386569625992,0.05128460427363607,-0.08082357257284338,5
0,0,240.0,3,2,2,1,0,15000.0,0.0,667.0,226,0.14761912019760906,-0.796346475191649,2.93586247657125,-0.34871767672739173,3
0,0,80.0,1,1,2,1,0,1150.0,0.0,75.0,18,-1.5622297029707508,-0.6412174730361945,-0.7900041654874282,0.001161301219230594,0
4,0,43.0,2,1,2,1,0,1000.0,274.0,7.0,13,-0.9613886721424735,-0.7256214441780058,-0.9325311498981483,0.029823687235523238,0
0,0,25.0,1,1,1,0,0,1200.0,0.0,35.0,16,-1.5733848320087958,-0.8376882179599747,-0.8605208336092767,0.007371513423390402,0
0,0,40.0,1,1,2,0,0,970.0,0.0,63.0,15,-1.5622297029707508,-0.6412174730361945,-0.8472428424332472,0.00649478421669007,0
3,3,71.0,2,1,2,1,0,1500.0,0.0,0.0,22,-0.9613886721424735,-0.7256214441780058,-0.8057027128213942,0.0015988866621804922,0
0,0,50.0,2,1,10,1,0,1430.0,450.0,25.0,19,-0.8721476398381135,0.8461445152122361,-0.8232169830497282,0.029797839627197228,0
0,0,44.0,1,1,2,1,1,1800.0,0.0,125.0,28,-1.5622297029707508,-0.6412174730361945,-0.5890968412436665,-0.017446524461630204,0
0,0,400.0,4,2,2,1,0,7200.0,0.0,117.0,109,0.7484601510258863,-0.8807504463334602,0.6206378534045158,-0.13390953784063936,5
3,3,225.0,3,3,3,1,0,3800.0,1100.0,192.0,56,0.6669410107474594,-0.5861967901397007,-0.09472290958774147,-9.654742138257706e-05,5
1,1,82.0,3,2,4,1,0,2200.0,967.0,92.0,29,0.16992937827369908,-0.40340498534408853,-0.6024646403010537,0.03957598571598408,0
0,0,102.0,3,1,2,1,0,1760.0,0.0,0.0,27,-0.36054764131419625,-0.8100254153198171,-0.7305283867604266,-0.005631153621593528,0
3,3,981.0,3,2,2,1,1,7000.0,0.0,4500.0,125,0.14761912019760906,-0.796346475191649,5.2931688949989395,-0.5206370033817116,1
1,1,25.0,1,1,2,1,0,700.0,50.0,0.0,10,-1.5622297029707508,-0.6412174730361945,-0.9858643187735683,0.02183262793783912,0
0,0,230.0,3,4,16,1,1,3000.0,1700.0,700.0,39,1.3201244497538498,1.9816018339976103,0.1664418096925055,0.01692423432740318,5
0,0,69.0,3,1,8,1,0,1350.0,650.0,84.0,18,-0.2936168670859262,0.3687990542228644,-0.7775655087815738,0.03787608682864684,0
4,0,58.0,1,1,3,1,0,1050.0,500.0,38.0,14,-1.5510745739327056,-0.4447467281124143,-0.8849892777648728,0.0388311107761109,0
4,0,64.0,2,1,2,1,0,730.0,441.0,18.0,10,-0.9613886721424735,-0.7256214441780058,-0.9656552038434723,0.042873900426826074,0
0,0,84.0,3,1,6,1,0,2180.0,670.0,100.0,28,-0.3159271251620162,-0.024142435624696118,-0.6109353709429949,0.023241385662679102,0
1,1,35.0,1,1,7,0,0,1100.0,450.0,21.0,15,-1.5064540577805257,0.3411362515827067,-0.8874011376682485,0.03591369146328147,0
0,0,55.0,2,1,4,0,0,980.0,780.0,142.0,13,-0.9390784140663835,-0.3326799543304453,-0.7934241560364372,0.04778701872694059,0
1,1,110.0,3,2,7,0,0,4860.0,1100.0,300.0,63,0.2033947653878341,0.1860072494272522,0.11972787868075875,-0.019177733263421745,5
0,0,206.0,2,1,2,1,0,3500.0,0.0,214.0,53,-0.9613886721424735,-0.7256214441780058,-0.12323077456197705,-0.06097971218219701,0
0,0,180.0,4,3,11,1,1,9000.0,1880.0,460.0,115,1.3570230738800968,0.9011651981087299,1.0673343353733777,-0.06268928090149732,5
0,0,330.0,4,5,2,1,0,6500.0,0.0,750.0,98,2.272960435561302,-0.839713625948956,1.0953271251327132,-0.17051390235087588,5
0,0,68.0,1,1,2,0,0,1100.0,0.0,0.0,17,-1.5622297029707508,-0.6412174730361945,-0.8808770388823618,0.00882892694595452,0
4,0,85.0,3,2,7,1,0,1500.0,915.0,63.0,20,0.2033947653878341,0.1860072494272522,-0.7673695046993689,0.05199884001411371,0
0,0,55.0,2,1,1,1,0,1530.0,340.0,0.0,20,-0.9725438011805185,-0.922092189101786,-0.834026362405574,0.024086086018976667,0
0,0,90.0,3,2,13,0,0,2800.0,1100.0,25.0,36,0.27032553961610417,1.3648317189699335,-0.5642861787185129,0.042677082392178094,0
2,2,96.0,3,1,2,0,0,1200.0,0.0,34.0,20,-0.36054764131419625,-0.8100254153198171,-0.8013925462029391,0.0016704360986374317,0
2,2,250.0,4,1,2,1,0,2125.0,0.0,231.0,35,0.24029338951408097,-0.8944293864616283,-0.37666839986003925,-0.03636180049913686,0
3,3,41.0,1,2,9,1,0,2800.0,400.0,67.0,41,-0.9759770381926305,0.7477566815584352,-0.45023744039328467,-0.008380088111192154,0
0,0,75.0,2,1,5,0,0,2500.0,700.0,250.0,32,-0.9279232850283385,-0.13620920940666506,-0.39896582777225187,0.006743104852482226,0
0,0,800.0,7,7,2,1,0,9000.0,0.0,3000.0,136,5.091817051069745,-1.0655676591180536,3.9417922486782677,-0.4121107386066321,1
2,2,160.0,4,3,2,1,0,3700.0,0.0,143.0,61,1.2566269125376917,-0.8670715062052922,-0.07474516727742284,-0.06665797857533134,5
0,0,50.0,1,1,3,1,0,1500.0,400.0,59.0,20,-1.5510745739327056,-0.4447467281124143,-0.7740589973888408,0.022649720298788784,0
0,0,126.0,2,3,9,1,1,10000.0,2000.0,317.0,127,0.13303075414745225,0.677031650544792,1.103771179477231,-0.061262879531438205,5
1,1,65.0,1,1,6,0,1,4000.0,1100.0,434.0,52,-1.5176091868185708,0.14466550665892647,0.08984160263312564,-0.014387601542797054,5
0,0,120.0,3,2,8,1,0,4000.0,740.0,238.0,51,0.2145498944258791,0.38247799435103247,-0.125232048774495,-0.017430273722983235,0
4,0,76.0,1,1,1,0,1,2500.0,969.0,130.0,32,-1.5733848320087958,-0.8376882179599747,-0.518925182788119,0.032200941043386014,0
0,0,226.0,4,5,1,1,0,15000.0,4360.0,2242.0,191,2.261805306523257,-1.0361843708727363,4.0246312849917345,-0.1774819571611209,1
0,0,22.0,1,1,2,0,0,976.0,0.0,0.0,15,-1.5622297029707508,-0.6412174730361945,-0.9109467693067488,0.01172094305946413,0
4,0,154.0,3,3,14,0,0,6500.0,1700.0,0.0,83,0.7896474301659545,1.5749814040218817,0.12015446932344642,0.011368311416570223,5
0,0,56.0,2,2,1,1,0,1630.0,480.0,42.0,21,-0.4643770396687132,-0.908413248973618,-0.7758032381474312,0.027224576931921853,0
2,2,212.0,3,5,2,1,0,4200.0,0.0,393.0,69,1.672119404733025,-0.7553096548071447,0.2983271150292587,-0.09896476859593352,5
0,0,62.0,3,2,4,1,0,1300.0,400.0,75.0,17,0.16992937827369908,-0.40340498534408853,-0.8029848179464367,0.025660466032793122,0
1,1,80.0,2,2,3,0,0,7800.0,4200.0,327.0,101,-0.4420667815926232,-0.5154717591260576,0.7342745885270824,0.10229614308396666,5
0,0,420.0,4,4,7,1,0,12000.0,6000.0,2000.0,153,1.820569319239722,0.1289611585417771,3.2170247061467987,-0.007940621953092957,3
3,3,32.0,1,1,2,1,1,750.0,230.0,23.0,11,-1.5622297029707508,-0.6412174730361945,-0.9466480686464012,0.02885257766952392,0
0,0,30.0,1,1,9,0,0,3000.0,0.0,0.0,39,-1.4841437997044358,0.7340777414302672,-0.5501100042141045,-0.02298325030265119,0
4,0,70.0,2,2,5,0,0,1000.0,0.0,62.0,16,-0.41975652351653314,-0.12253026927849697,-0.8332191506634903,0.005131731062201515,0
0,0,200.0,3,3,2,0,0,6000.0,0.0,750.0,91,0.6557858817094144,-0.7826675350634809,0.9900830686473586,-0.16039184595359224,5
0,0,42.0,1,1,9,1,1,3696.0,768.0,17.0,47,-1.4841437997044358,0.7340777414302672,-0.4086970455090201,0.00830051287785487,0
0,0,135.0,3,3,1,1,1,4250.0,1650.0,584.0,54,0.6446307526713694,-0.9791382799872611,0.27441189195862215,0.0019752375443657165,5
3,3,47.0,1,1,3,1,0,900.0,250.0,38.0,14,-1.5510745739327056,-0.4447467281124143,-0.8862731607356135,0.024422887803106075,0
3,3,35.0,1,1,3,1,1,880.0,200.0,15.0,13,-1.5510745739327056,-0.4447467281124143,-0.9248217917179953,0.024895214017383767,0
0,0,300.0,2,2,2,1,1,3000.0,0.0,292.0,46,-0.4532219106306682,-0.7119425040498377,-0.14960330253728202,-0.05732813816168126,0
0,0,45.0,1,1,14,0,1,2300.0,2200.0,167.0,30,-1.4283681545142106,1.7164314660491682,-0.5052596560944274,0.10296971569211996,0
2,2,850.0,5,7,2,1,0,10000.0,0.0,1.0,164,3.8901349894131902,-0.8967597168344311,1.330259320752521,-0.20381721229926802,3
0,0,60.0,2,1,2,0,0,1222.0,0.0,0.0,19,-0.9613886721424735,-0.7256214441780058,-0.8508073084579747,0.005936910832444908,0
0,0,50.0,1,1,2,0,0,1250.0,0.0,34.0,19,-1.5622297029707508,-0.6412174730361945,-0.8164274114151326,0.003116444155392237,0
4,0,150.0,4,5,1,1,0,2860.0,1100.0,360.0,37,2.261805306523257,-1.0361843708727363,-0.21050821029008057,0.013441182076227886,0
0,0,330.0,4,3,2,1,0,9800.0,0.0,750.0,148,1.2566269125376917,-0.8670715062052922,1.847070385742389,-0.24281430518861613,3
2,2,280.0,4,7,6,0,0,3000.0,350.0,642.0,40,3.3339144747370932,-0.026472765997498877,0.11589564720138064,-0.05751479345213491,5
0,0,200.0,3,3,12,1,0,6500.0,2000.0,417.0,83,0.7673371720898644,1.1820399141743214,0.5433544543843698,-0.00593401526085229,5
0,0,100.0,4,5,7,1,0,8500.0,2400.0,500.0,108,2.328736080751527,0.14264009866994518,1.005207693164625,-0.025916316811013845,5
1,1,80.0,2,1,2,1,1,1400.0,515.0,101.0,19,-0.9613886721424735,-0.7256214441780058,-0.7460339918521591,0.027239405027943097,0
0,0,267.0,3,6,2,1,0,4800.0,0.0,470.0,73,2.18028616624483,-0.7416307146789767,0.4363269309456458,-0.11113632829745436,5
1,1,130.0,3,1,2,1,0,3500.0,1000.0,184.0,46,-0.36054764131419625,-0.8100254153198171,-0.25367450243746514,0.009263883175093579,0
0,0,35.0,1,1,2,0,0,780.0,0.0,40.0,12,-1.5622297029707508,-0.6412174730361945,-0.915604427245868,0.012740771139078342,0
2,2,312.0,4,5,15,1,0,15000.0,3150.0,1747.0,200,2.4179771130558874,1.714406058060187,3.6532002243170076,-0.21916915223946132,3
0,0,160.0,3,4,4,1,0,2500.0,2087.0,298.0,32,1.1862629012973098,-0.37604710508775235,-0.34330651981362925,0.08269809059793279,0
0,0,22.0,1,1,26,1,0,2000.0,295.0,44.0,26,-1.2945066060576707,4.074080405134531,-0.6995566385999388,0.009166541843591752,0
0,0,400.0,4,4,1,1,1,10000.0,3000.0,0.0,127,1.753638545011452,-1.0498633110009044,0.7883647301078123,0.02266671637898393,5
0,0,45.0,1,2,11,1,0,2100.0,495.0,99.0,27,-0.9536667801165405,1.1406981714059956,-0.6278801276771434,0.014684592540596791,0
0,0,180.0,3,3,2,1,0,13000.0,0.0,715.0,196,0.6557858817094144,-0.7826675350634809,2.533352845442399,-0.30931927033352785,3
0,0,30.0,1,1,2,0,0,1805.0,349.0,0.0,23,-1.5622297029707508,-0.6412174730361945,-0.7888755469820468,0.02026675787574042,0
0,0,13.0,1,1,2,1,0,2200.0,0.0,42.0,28,-1.5622297029707508,-0.6412174730361945,-0.6730242369658987,-0.010561267573531046,0
0,0,140.0,4,4,2,1,1,6800.0,0.0,107.0,103,1.764793674049497,-0.8533925660771241,0.5203169277069895,-0.12440394047744797,5
2,2,62.0,2,1,3,1,0,1050.0,100.0,84.0,14,-0.9502335431044285,-0.5291506992542256,-0.8405295121659773,0.011962028515055446,0
